case_id,split,source_dataset,parent_group_id,input_sha256
wice:dev03207,calibration,WiCE-claim,5d960509d191ce0b68a5efec0bc1f1e6f8d66f340949e157c78a296d2d99aee1,ac1a8c5edbeb121b1a6fae259014aaeb4579e6bd7b29d17f3176547413ad3390
wice:dev01563,calibration,WiCE-claim,447f7573dd35c52bdf676591aba0b546701ee284db1a07b14da65a36995d8242,64f575935c7cbeaba033ca2dff4d67f4844a0376826c11a95cb961834022507c
wice:dev04077,calibration,WiCE-claim,ff2f8f85a4f7f5ea48b622440b3beb4c99df9a9b4e3bd21383a64a67068b6ed8,0ffae9ff8550092ea273bce3bec5e104a9ca2d349adb19a196c504995e83d0a0
wice:dev04519,calibration,WiCE-claim,03c2937c4983d377f822229750557694cc232b630b35c7d77db9decb4788d018,44a1354bd557a9780033b837504c936155fa83a104e7e1f6bb4ff7dcc556fe87
wice:dev00224,calibration,WiCE-claim,faa8f76389420734eb1f048087335dc870e80c13d5a2782da76aefe1ee0b8176,16236f931296a410fdc5f981621c60e8b8ad6d64492fff87ef5707bd1e703b06
wice:dev04169,calibration,WiCE-claim,1197cb5731df9e904b633f71ee5888ec443437cc5cf32e5322b14956b99c5c71,57dd4c43e8df058f65be1231ae1a432bba61cc1beadc9920d2d5f0a7e500c52e
wice:dev02112,calibration,WiCE-claim,7e0c135ea23958f872ea2321a635b54ad471a377c83488d603d9cfbc3ef69388,ad24aed7a4866423d55dcaf6877eec6dc3169250fb02d1f5fedaf8cc93d02345
wice:dev03784,calibration,WiCE-claim,a29d567ff3713689369165a8d76bf04800504508157866ace6ddd0d4ee1aa4d9,0b09e6aba18cc0fd381d57b975e5bda25cfbd902d6834f510128254f7384a434
wice:dev02858,calibration,WiCE-claim,9808812fa17d8fedd7c76e97065b75ab274b9a640093ac11d22fa25bf3201780,6a1d4d71b8f4b3d4af41d288fff8fccd49d8d41b6c5a86571e9cdad16e7457a2
wice:dev02502,calibration,WiCE-claim,0741f5371712731829595e3fafe51f59ebf066dd532286756e7cf1a58ea146c1,be210e93713667292b076f44ffd55e0d51d941ef473b8c27726fff07138876a9
wice:dev00287,calibration,WiCE-claim,05526deabb0c26675924a6fe8420de99e5dd3c9cc69d9616fb5999e210c82389,e802151684a451940c34a4074dbde55455de2771b6c4452b85b38bb3c3b033f1
wice:dev03646,calibration,WiCE-claim,5d6a3e35b26e20c24be7fa405204e470557de129ebd4976ed4ceae4796a51cc4,90d6bcf32c4bece57878685b660acec461326927dfa087413ba16e338892b871
wice:dev00068,calibration,WiCE-claim,8a2f6bc3951ea34e3ffad401e5e3797a67e28f3287357188e8a8eb3db8b05962,d34c9fc30e1bbdc6044fdf0af53c1bcdf2fe77cef66c5d38a182c534af6ce45d
wice:dev01935,calibration,WiCE-claim,5621970991fb25301c77f23b2b964153250e953bf9776ccd88d66ea73aebd43e,826eef50f87641e1162d2c9c00dac54da3c877e39cdbc2237f16837d90165e80
wice:dev01665,calibration,WiCE-claim,0bab350143a0b3ff0cec4b5c2c7ec3c9a666086736b536d68c8d6517aa4474a7,d87224f56b2512be6da4ef2ae74412c0f794466372c7810e8c12742c48a1e132
wice:dev03078,calibration,WiCE-claim,f32b8b4d38c655af37f472dfd4ae7c362e76c24a7d26fff0ef4025dd1546537b,8e6d4427e025636d1ad60b011f61fc73b3eb5e94683ba217f5260371ef6a7d5d
wice:dev03765,calibration,WiCE-claim,1be4a35b1609b3802f78ec38bfcd803e2bb12eaecdabcd8be205053ba2f59d94,674a8ca17fccf3fd572d5aeee3cf75c983a7fba53dda155ab873b373a18b190c
wice:dev04456,calibration,WiCE-claim,99a7386cd1c3eb34f608a2574dbec3d59dbeaf4b9aa7be50073ae26588191375,7dc6ee415aa784b737d2e9bfbfaa555eab09c2b6960b90326d07f71cee04112e
wice:dev03910,calibration,WiCE-claim,e5e14f5140a853fc8689fc1166bc47dd4784901119118cbfdb8b3b6006efd977,e72b01c4acb0ec9b1843c29f2361cfb64370e89ac81ea081bc769bd544679838
wice:dev02260,calibration,WiCE-claim,753d07b1fc7977183cd4e34a262df069faba3f17653411914da26f007922ee86,b8a2c696c3b2a130b72a98e1ff89adb22316648d43172a7a9a4242874e848d25
wice:dev01543,calibration,WiCE-claim,de4eb6326aa8871db9398c2aa5ea519cb200d7387d47dfacdb8004008e234a89,89f33bb6be60f9e835ed0881bdf8f2ebd43ef3910cefb66c343b97addc728b52
wice:dev04117,calibration,WiCE-claim,c5fb63c487c14b08edefd8f91532629d60e82b2c44f06a7b544391914649bab0,097cb01799bb1d997a2cdaed8ca067bd4df0b30b9b829d50bae9e1ccc22c8795
wice:dev01523,calibration,WiCE-claim,2ce008a32a9b88887701b1afa759973c8512aa9702794fe1bea9aa74c5e2f378,68bd94c68bbd254ab2f36c1879014afedc975f8f9cc65d74e90671ccfe741fb0
wice:dev04052,calibration,WiCE-claim,a86b7b726c3f9e50f5439c7b5d85d69c7c1ce8606b3fd140d3c2bf4535ceb642,4d332f01e2e04996ea5f65680d0fe94b425cf97c22920191c8112713f5b9edef
wice:dev03919,calibration,WiCE-claim,5a1d58d5cd48d2529646fde621019225b4dde77f1e747e57b519fad2d06752b1,2ae1a278f91ca619e3fa1022b7111064ae86647d43502f59933e8ec9fcb9e358
wice:dev01662,calibration,WiCE-claim,6e70fa7fcaca0839f79b7a2ce4c6cefcbf1a2493b882bab44ca94ec64505ad48,cba6838bb209a596b62117c154a577b030416d7d307259a6245dc589ae995c9c
wice:dev02195,calibration,WiCE-claim,13ddf3c2e04c93d56024dfbf55dfbf2f04c8317985b265c21992b79d0410b03f,d50b3a1170ceb564687188b92657a96590766005b12871cce539ea7f5f752900
wice:dev01864,calibration,WiCE-claim,c30d322627e393ac7c34bdf722e04971a3286c3e3b632e35056d1f8e395d37f4,cede65e6d6231374b3a826878f59a63909534987caf2a21f540aea8e7537ac7f
wice:dev01153,calibration,WiCE-claim,b4a49ea3d11a98e0d1661e74a52ea23f016244f74f26eda370717556d14b2d3a,a041ed7094733459dd9280659b0e968499bd2e77e445541b13cd33145f51c5a6
wice:dev04159,calibration,WiCE-claim,81a720149a264d2b972f49da202158f282fe2d59431880061f6c09cbd8b456c6,5122e40bdadaddbbb5da499a360e835e527a374b99dbc099e71e097aac26a47b
wice:dev02064,calibration,WiCE-claim,7d35ba4f309761ae4b87373be3f7a611985c0a8301b130cb14f9ab41f187bd94,66766dc88309f1f2e6a9939ebe6df277cf94af1de0681d57ff5452444aa3704a
wice:dev01908,calibration,WiCE-claim,58d3f18e9b56966b19f1c30f51907e6dd460bc570efc623fc47c8f6ae88bb81e,da0d99f8ecf74efb1b8c141a44968eb529ad5daa6dcd6b6fdc77a959a890eb41
wice:dev00004,calibration,WiCE-claim,0f5d983d203189bbffc5f686d01f6680bc6a83718a515fe42639347efc92478e,34c8084c70583c4414ed947d9f34a7f846ae4fb7b204b5e1466aca67139e4bc6
wice:dev02905,calibration,WiCE-claim,a4e62d1e68b49033c8712490d963535ce35ecfb67fe17e698f20c1806f5de1bd,dd42ccb451fbbdcdc261ae65d0c47155b899c6ab19b0c8410a130e578ea920ba
wice:dev03672,calibration,WiCE-claim,5cfabb93e0c851b6b13cf2131de4fcf95bfdced4b69ab0c10fe2be3ad54a6d30,58ac358a243da00c31d8b24b91a0d078c2be516d8561f94c2dfc9210b4c5903c
wice:dev02879,calibration,WiCE-claim,77e06f9bd147de54ce888852e0bc7c5ae6cade84b97a8ac3c719d768aea006f4,567f5d2bc7b655190371dc8d9cc2f2d101f13144968e509a002d2286b4819f50
wice:dev03990,calibration,WiCE-claim,ca0effc3e02a1bcc2d1d9a1bca6cd891d29598866a58d9ed878efda910459ab9,ba5c477a6a48ce7cdf23bf212244142b8abf5809f6e25a53e085993c76a6e36a
wice:dev03051,calibration,WiCE-claim,584487f2ff90405e409d3764b979e02eff5c4aeaf691636650a788c62668ad5c,531164a666807d3a0e620d9e76a92e07b6c09cfcc9fcc02fe584bf3ceffd3d40
wice:dev03925,calibration,WiCE-claim,8f738863bdf76b8bde0d0322adc1d89ce371023aaa050e83bd5ebe84a014c6d7,93b88e5aeb8bb83cbd493652f8612b90d4af4417622366c792e5e59475744658
wice:dev00316,calibration,WiCE-claim,e5fb1c9cc1730b0399e158e48abbb67f7ca466daed9ea104add7cb308a4ee85e,17183af9127a4edfc1a9537a54fd44e48832ec1e2cb94f2f47180eff5ff7f0eb
wice:dev03013,calibration,WiCE-claim,1561048ae69fc23e61a0485daf1d5eed1e4a22c20b7493f96aff8d3f62345419,c2bca76a72b88bee9f7adb963f706fe4fc13206915d26c79ad9d8111a0b18881
wice:dev03713,calibration,WiCE-claim,32cc3c7b7ca92e1c919ee090e2110f6e50e6592fb23d691ffe03e5e88a2ed54a,55e42fa37b52d0736ab085bcbc095299b57f2de4f232507764237a4b06802ea6
wice:dev04133,calibration,WiCE-claim,c834090be719006ad8a385c9ecadfc45ec98037a9450f9e71326fd3f20dc5803,9f2766e02e01c79ae5f023c7fe28b916ca578345f55208fef83a4d365144868c
wice:dev01275,calibration,WiCE-claim,76b03f99958b5d72017d18092e4cb06c29031e6a9a196bcd34d6c11fc8d7c765,5f1eeb1996bf39d845dfea46aeb1262f2c8ef725dfab8e78d7fc81514480cb0c
wice:dev02866,calibration,WiCE-claim,3688b457c9b6f2278d1af47f9268aea0438b0db264f23047372e451303500268,58f92b27cdceb3d2141bdd7a8d0dd222a137df1199dc54fced375de492432368
wice:dev01120,calibration,WiCE-claim,b92ab13f1d3b0a740534a517f513dbe4c6a258811021fbd9cdeeaf50e623c4a2,33c4fe5eb27c96feeb08f2b87a0c54f33dad9a59d244695f936542326388ad82
wice:dev02638,calibration,WiCE-claim,c9b937b5a51b33a802f2fe97ec9ded4402eb250b3a444a08e213073a0860bc53,b51558f2a9af795699de21c839930ed3cd64fb6fc493cd88c5e6e512d6b053b3
wice:dev03568,calibration,WiCE-claim,2c7ecd41207231f7c3987ae46ed731f9f3488ad49fde4a81756f8974f25f2ab2,2bf7f63a9deba43647593769e42c97d7eaf92597043722b857d77f0729356976
wice:dev02628,calibration,WiCE-claim,7ff2ee00f98ff9a65857e361455fb12fda70e3f8244792c347f587a048b3803c,490b6fd63afaf9896684ad8add1e0dc2ccc728ca3688f7d08440c20378ced5da
wice:dev02115,calibration,WiCE-claim,7893abdc626ddf82ba99c07c3a1d564351ff9fde28005bb1ef8ed37dd1a919a0,120a2b8e88072b1b3ab06538c49b38604aa85e546fd70f92d75c769067cc9939
wice:dev01695,calibration,WiCE-claim,5d43fbbb80e791143ae976bdfbf1c76a46658842f40c54f2adc99a9c7c574c90,5dcfc489d300e6c551f7557bcb1eaa45493989d9445a8f10d1d97f070a340283
wice:dev02641,calibration,WiCE-claim,c2ce09cb217d8d65cc7085546021ff3468401b68b634e963323f2bdfe030bc8e,5c0febe2e9c5ad217393d423ebc2901611c743d5efb1162756e82be289d2f5a6
wice:dev00398,calibration,WiCE-claim,77f9de06caa9d8f09112a3c8f97746ade89be1400c30d633fad50395e58efb3f,1c03d3d277bd1087f219ebace4e0dbd082b65b6fd532c3d0189aa17c3a680051
wice:dev03529,calibration,WiCE-claim,5113d135c37e08909354c7fe892ac13e0cd8889319c7a8e2d72051f22a106f5a,edcb1afd556d7fc6093781a13e9549709ac01e513c60808ab3644a34451addc2
wice:dev01611,calibration,WiCE-claim,0c368c4a90ccddf0ff532fe66eb2a5046f4d845379272eb284908c190bb45951,2f96ac817ca086fb2c5c83fd0d4ac6bac742f477ac9a33baa778aa8b90298232
wice:dev00164,calibration,WiCE-claim,6572e09047b52b3270a828c4dd3dd4e3210ffb48846a46be29ce232e51856584,be67ccb474a316bc56a59e047e56aafbacad78615d21cbdc5035915a94aaf3bf
wice:dev00418,calibration,WiCE-claim,72ecdaa1e0b58b812b7b5cec8d3ab7010a04e01a0385e74cef5bb43aa38299d3,d0631dc14a1534a58154ef33e8cc6485d7553aa847e7913d822e2832940e7c90
wice:dev01654,calibration,WiCE-claim,ca5ee8a95ccb9ba933d9f499be697752220e1b918bd14302a4cdfb99745e3fc7,d725420b94f190496020d57492b07fb50e84ed15d157a12a850c09a45faf52ce
wice:dev02254,calibration,WiCE-claim,fee6de3ed68165b07714ce9ed0ecb05b1cb9c575f004863b69e669addb2c3b92,d3c87c5038da1898441499028ec3513e7e0d40eeb99519324f7af177df52aaf2
wice:dev03856,calibration,WiCE-claim,20108384e977f41bdd7cb47599ba5c15ac19ddb2ba94957f25f8577270ae1287,fe00733f4946393af7657302168962ff91ca201faeeb02c1922f65b4f6ca63b9
wice:dev01445,calibration,WiCE-claim,52ae5e444b4078f5d4cc73e00f07c0ee158eb47167053873636f42da91f139f5,68491bbf7933a7c8854e759f614393666cec03d0de413f3becfb68a607d146ce
wice:dev01753,calibration,WiCE-claim,f7dfcc01032b8999103f12cf39723126f4dfbb9dfba4b84652c6d6cb3e11a37c,9491f8e01a92510e70cfbc42fee5d331e4cdf962b9a47aa1d92d01b07afe76fa
wice:dev02854,calibration,WiCE-claim,1040f45e35b5a6b221ec36a21999ff42ce8772ad7515bb3f91a7acbb3f7dca1b,3ed27a28e79f0ed876a753f374085be90cebe2e8a5f565a86632471b8133bad2
wice:dev03717,calibration,WiCE-claim,2ebc0186cf5ee763debf81cabbc4e4b10475c7f9a2856c41cacce26a5bb35071,65116cb3e77f9f4248973b82fe619a0a4106abb03f3e4cfc2af906b444a92984
wice:dev03055,calibration,WiCE-claim,b9c707272f67eed3588b7d771dc5f63462843602505ebe4a35be61bac8b7ec17,adee6cf13755eda89cde82e1c64217ba15ec9aab77afd6d275a801acdbb62bcd
wice:dev02851,calibration,WiCE-claim,1cdbbd904d8076bbf861cb415e399d61629bcce911bea1d41a1fab28f26f87e9,fb1b73b08157a568a8616d37e98a661e7375d0ebc8b0367bd94e3d83ce4f47a6
wice:dev02187,calibration,WiCE-claim,bdcdf0745cc4edd1b8f7d4ca151e80930c4205150449ba7a77cb3fc7c5c466e9,74e683c4906cfbf7f4a8b3e101487f04ffac6ffd73789abd43ac281074c920b7
wice:dev02529,calibration,WiCE-claim,0f8b57bd945261104507b63ae400c7bec7077fa8f675f059d5b2e661e6875b8d,0b881d2af0979457abe0f945ea6047615520587cad48c412453ca68ae03fbaec
wice:dev00429,calibration,WiCE-claim,2a44219c8805f560793497ff7ebd4824e4fdbe103184315781c1f2449fc1bc67,1fd92c588879660a9192f0104332516d1a30f2967b0f4e4e1cd7f53812c19e0f
wice:dev04085,calibration,WiCE-claim,5b784ae435463443dc372fba6d75c2d2bb99cac78f2013db65d0a02c5c5ef59e,d86c938a8cb5dbbd0fe80025f821ca3e821033b6ce901541130f0204a52be8f5
wice:dev03756,calibration,WiCE-claim,b9d17357f53a582b358de168dee36a418a6729ceb8aa88c748ba0904e9b1b0ed,d6023822e6fe59db3891366fe8eeedf79b368edd2f09880b4ea321c8d8036941
wice:dev04343,calibration,WiCE-claim,c30d322627e393ac7c34bdf722e04971a3286c3e3b632e35056d1f8e395d37f4,bd28141184f93ba7a712823e4f1707022bd3272fdc6255c8f281b0e43e4907d0
wice:dev02827,calibration,WiCE-claim,e738aff476e5cdc0a59d98f00d65ec87bc50f4ad35773d212bd85094d7724867,6c8314914b9575d1bdad2f7684e66c7a984a67fc2c3587cd59a9a1fca7a48286
wice:dev04091,calibration,WiCE-claim,3c989a64da0ea5f15e248348c9749187e73984e33ebf8eb463721b393595112f,48716cb3c191f1da250783c7a72a9579a33fff79b70beb5cabf2607b053035df
wice:dev02178,calibration,WiCE-claim,778be64e9d0db512de6fb6153029318a4415f8e2bab3f34e5a7a0740e7bb091a,0a6993037521f9f767ec5740fb4729244e7d87ff0376f890c313aabc39055ee5
